label,feat0,feat1,feat2,feat3,feat4,feat5,feat6,feat7,feat8,feat9,feat10,feat11,feat12,feat13,feat14,feat15,feat16,feat17,feat18,feat19,feat20,feat21,feat22,feat23
2,-10578,-19646,-10093,-24466,-18525,-15763,-18229,19355,-4167,-3894,-11506,-4829,-11210,-8377,0,0,0,0,0,0,0,0,0,0
2,-33988,-8815,-23195,-14648,-13823,-16258,-18257,-32571,6508,-19744,-5353,-5452,-10859,-6780,0,0,0,0,0,0,0,0,0,0
2,-25706,-16240,-17125,-18759,-17517,-21512,-20997,-23110,2807,-1730,-10982,-8206,-13046,-10587,0,0,0,0,0,0,0,0,0,0
2,-23192,-33849,-19847,-23980,-20124,-22392,-18145,-27439,-23873,-16545,-19165,-18073,-11016,-14980,0,0,0,0,0,0,0,0,0,0
2,-28109,-14766,6361,-11576,-23044,-18424,-15691,-23248,-3811,14027,4026,-18803,-8777,-4076,0,0,0,0,0,0,0,0,0,0
2,-12250,-7715,4130,-15401,-18823,-19463,-12938,4348,4580,21113,-12370,-7075,-11256,-1512,0,0,0,0,0,0,0,0,0,0
2,-5450,-11458,-14624,-21105,-21746,-19967,-15394,21041,8928,-3587,-11945,-11329,-13075,-5569,0,0,0,0,0,0,0,0,0,0
3,-38901,-24988,-19103,-17389,-21844,-22246,-17797,-32532,-21250,-2648,-10686,-9905,-11449,-8344,0,0,0,0,0,0,0,0,0,0
3,-12549,-7368,-18136,-20674,-17816,-13503,-20432,917,-10014,-3000,-18924,-7864,-184,-13508,0,0,0,0,0,0,0,0,0,0
3,-25873,-16654,-7695,-16736,-19193,-16927,-22065,-14500,-14373,-5102,-10390,-10926,-10880,-13916,0,0,0,0,0,0,0,0,0,0
3,-31000,-24169,-9044,-15159,-11151,-17123,-21723,-20199,-16903,8681,-5033,-5593,-8109,-13936,0,0,0,0,0,0,0,0,0,0
3,-14950,-19504,-21175,-17142,-11698,-14582,-18779,-8586,-4714,862,3341,-7413,-4791,-9884,0,0,0,0,0,0,0,0,0,0
3,-27197,-25677,-23677,-19280,-22948,-19200,-18796,-26425,-21056,-15841,-7314,-13742,-14639,-10049,0,0,0,0,0,0,0,0,0,0
3,-24283,2018,5800,-23720,-15767,-18777,-19295,-14371,-5217,-9978,-16273,-5127,-9701,-7910,0,0,0,0,0,0,0,0,0,0
3,-21572,-10933,-8984,-21645,-25345,-15355,-20269,-12620,4453,5111,-9918,-20457,-7590,-15868,0,0,0,0,0,0,0,0,0,0
3,2416,-15390,-6998,-17363,-24115,-22417,-17243,11592,1659,-3545,-6340,-14432,-12615,-8624,0,0,0,0,0,0,0,0,0,0
3,-7075,-27176,-18924,-19710,-19280,-19476,-18841,637,-22601,-9047,-11093,-7569,-7798,-9368,0,0,0,0,0,0,0,0,0,0
3,-18046,-10361,4176,-21324,-20403,-23149,-18384,2367,-8885,-2341,-12583,-14254,-10153,-4185,0,0,0,0,0,0,0,0,0,0
3,835,-11812,-13770,-16662,-19175,-12156,-16986,12377,-5140,-2949,-10291,-9893,-7232,-8655,0,0,0,0,0,0,0,0,0,0
3,-31894,-28201,-29949,-20624,-25715,-17109,-22080,-24481,-24877,-27373,-12195,-17336,-10827,-9740,0,0,0,0,0,0,0,0,0,0
3,-19498,-17253,-11123,-19996,-21687,-19728,-23310,-24200,-9067,-4462,-6004,-12154,-9592,-17915,0,0,0,0,0,0,0,0,0,0
3,-17220,-13179,-18872,-19066,-21401,-19929,-19621,2155,-5227,-13031,-17297,-16038,-13125,-12118,0,0,0,0,0,0,0,0,0,0
3,-5142,-19836,-16907,-19530,-17009,-15083,-23838,-1288,-5335,-10592,-8580,-885,-6111,-12618,0,0,0,0,0,0,0,0,0,0
