label,feat0,feat1,feat2,feat3,feat4,feat5,feat6,feat7,feat8,feat9,feat10,feat11,feat12,feat13,feat14,feat15,feat16,feat17,feat18,feat19,feat20,feat21,feat22,feat23
3,-34377,-14984,-12515,-24899,-27545,-18942,-18357,-10502,-10827,-507,-19874,-21748,-12919,-10632,0,0,0,0,0,0,0,0,0,0
3,-10920,-10481,-12754,-22322,-19826,-20819,-16997,-12386,-4468,-11343,-14374,-11517,-10567,-6623,0,0,0,0,0,0,0,0,0,0
3,-10809,-12519,-14038,-21186,-20085,-22743,-23170,-1369,11950,-228,-8791,-7275,-9187,-15502,0,0,0,0,0,0,0,0,0,0
3,-15463,-12148,-30854,-16656,-18713,-14883,-16690,-8997,12201,-15085,-3725,-9791,-4885,-6702,0,0,0,0,0,0,0,0,0,0
3,-7777,-15806,-19699,-8931,-17384,-22279,-18573,-489,-1010,-15134,582,-12641,-15588,-8246,0,0,0,0,0,0,0,0,0,0
2,-23993,-16456,-20760,-18082,-19835,-20619,-18960,-14161,838,-19720,-7243,-11214,-13446,-8281,0,0,0,0,0,0,0,0,0,0
2,-21941,-19443,-24576,-16921,-17104,-17101,-18693,-15496,-11613,-11089,-6743,-5938,-7083,-9852,0,0,0,0,0,0,0,0,0,0
2,-22717,-7389,-10219,-20365,-19123,-18051,-20721,-17951,-6000,-431,-13338,-14560,-5886,-10445,0,0,0,0,0,0,0,0,0,0
2,-19143,-15914,-11276,-5118,-15117,-21300,-12832,-3031,-4637,7933,7783,-6387,-13267,-954,0,0,0,0,0,0,0,0,0,0
2,-33816,-22157,-6933,-21041,-20114,-16151,-19642,-24798,-8262,12561,-15175,-10371,-6091,-13736,0,0,0,0,0,0,0,0,0,0
2,-12252,-3670,-16669,-19158,-20637,-18319,-22396,7129,-3784,-10141,-9399,-12751,-9920,-10312,0,0,0,0,0,0,0,0,0,0
2,-6788,-9841,-20216,-25770,-25027,-22347,-17116,-4788,-10236,-10319,-13502,-15008,-14065,-9477,0,0,0,0,0,0,0,0,0,0
2,-22392,-24801,-18275,-18813,-13092,-18998,-16201,-15716,-12897,-18476,-9480,-2190,-9534,-8073,0,0,0,0,0,0,0,0,0,0
2,-9943,-3863,-29236,-19281,-16812,-15597,-13880,25587,5829,-19189,-7577,-4668,-2735,-3680,0,0,0,0,0,0,0,0,0,0
2,-30198,-24153,-20642,-30721,-13254,-16254,-18177,-33049,-16616,-20329,-31070,-3857,-1816,-9940,0,0,0,0,0,0,0,0,0,0
2,-1545,5951,-5078,-11621,-21038,-20661,-14625,3147,1931,14422,-12588,-12539,-10152,-4284,0,0,0,0,0,0,0,0,0,0
2,-6309,-9569,-23172,-10751,-20233,-21096,-21244,1679,-5279,-20830,2566,-13711,-10654,-12404,0,0,0,0,0,0,0,0,0,0
2,-15684,-5221,-16739,-18815,-13818,-16054,-16826,-13123,-8173,-13593,-8891,-5391,-9230,-7225,0,0,0,0,0,0,0,0,0,0
2,-16917,-12303,-8839,-2655,-17512,-25891,-15963,-7718,-4205,6083,11520,-12532,-16924,-6780,0,0,0,0,0,0,0,0,0,0
2,-13936,-8490,-7878,-16762,-14121,-16430,-23272,3316,19565,2682,-10668,-8158,-8979,-14139,0,0,0,0,0,0,0,0,0,0
2,-15810,-16328,-19450,-19017,-24100,-16856,-25987,335,-5703,-17490,-12759,-17157,-7751,-22314,0,0,0,0,0,0,0,0,0,0
3,-29472,-24876,-10759,-17041,-18624,-30188,-17409,-20542,-13997,9173,-5372,-7391,-23981,-8093,0,0,0,0,0,0,0,0,0,0
3,-1891,-5586,-24049,-16020,-24049,-20405,-19582,7,20760,-1136,-4105,-15969,-11507,-10917,0,0,0,0,0,0,0,0,0,0
3,-13560,-19816,-19034,-15152,-16612,-16362,-15011,-10323,-13583,-16918,-19320,-4462,-4720,-3759,0,0,0,0,0,0,0,0,0,0
3,-29367,-19958,-16124,-14102,-17182,-25813,-15802,-3230,-25858,-19047,-16349,-10918,-17025,-13031,0,0,0,0,0,0,0,0,0,0
3,-21249,-29157,-27229,-33865,-18642,-19896,-21104,-8984,-18734,-34562,-17982,-8925,-9594,-4792,0,0,0,0,0,0,0,0,0,0
3,-33877,-6898,-32587,-26908,-26765,-21351,-24418,-24172,-24697,-30805,-19774,-11320,-5614,-11180,0,0,0,0,0,0,0,0,0,0
3,-27335,-22858,5210,-25684,-16739,-18029,-18153,-34259,-12445,-6955,-13233,-7599,-8528,-11196,0,0,0,0,0,0,0,0,0,0
3,-16287,6045,-19038,-21653,-17506,-15970,-20359,789,19936,-5809,-13688,-9722,-5126,-12718,0,0,0,0,0,0,0,0,0,0
3,-3733,-5783,3819,-17112,-23822,-22370,-17119,-7846,12322,-2280,-23628,-8240,-7009,-7604,0,0,0,0,0,0,0,0,0,0
3,-25271,-17805,-25776,-20738,-30614,-12482,-28606,-17681,-11118,-17241,-11742,-23475,-4576,-18742,0,0,0,0,0,0,0,0,0,0
3,-24105,-18964,-23724,-17351,-10720,-15843,-19568,-12239,1934,-17766,-3738,-432,-8414,-8508,0,0,0,0,0,0,0,0,0,0
3,-12016,-11688,-15240,-16923,-15608,-9174,-20858,-12375,5772,-6201,226,-7912,-3791,-13154,0,0,0,0,0,0,0,0,0,0
3,-21208,-24596,-4312,-11790,-20980,-23647,-20472,-13321,-17852,31238,829,-12539,-16764,-10969,0,0,0,0,0,0,0,0,0,0
3,-10622,-18876,-25773,-26619,-17023,-24212,-21672,-8062,622,-14337,-21119,-14932,-15711,-20978,0,0,0,0,0,0,0,0,0,0
3,1477,-13903,-19472,-20642,-17036,-14423,-19757,-28744,1303,-10156,-15899,-6844,-3287,-8693,0,0,0,0,0,0,0,0,0,0
3,-19410,-11452,-37443,-13075,-7386,-11732,-14745,-12941,-9518,-39899,-7835,-3564,-4065,-4549,0,0,0,0,0,0,0,0,0,0
