label,feat0,feat1,feat2,feat3,feat4,feat5,feat6,feat7,feat8,feat9,feat10,feat11,feat12,feat13,feat14,feat15,feat16,feat17,feat18,feat19,feat20,feat21,feat22,feat23
3,-7000,-15389,-20938,-19221,-26573,-12477,-17102,-3408,-5585,-8065,-14734,-19662,-5338,-8657,0,0,0,0,0,0,0,0,0,0
3,-4869,-17238,-21258,-20096,-20749,-16148,-18533,-6879,-6392,-13122,-20445,-8762,-4738,-7669,0,0,0,0,0,0,0,0,0,0
3,-15097,-19152,-13995,-17510,-14351,-14510,-18988,-16317,-7242,-2251,-6351,-4184,-11588,-6790,0,0,0,0,0,0,0,0,0,0
3,-17518,-11649,-12623,-19655,-28553,-23255,-18660,-14333,5337,10916,-16570,-14979,-13283,-6300,0,0,0,0,0,0,0,0,0,0
3,-25634,2470,-12607,-27607,-20442,-26371,-15964,-13335,14196,-1337,-19360,-12835,-19130,-7574,0,0,0,0,0,0,0,0,0,0
3,-23824,1713,-32749,-19116,-13405,-14061,-27772,-4616,2220,-26017,1260,-13119,-6520,-14606,0,0,0,0,0,0,0,0,0,0
3,-2359,-25758,-22818,-13040,-16308,-18440,-19259,-24709,-24700,-14107,-5501,-5149,-9090,-10255,0,0,0,0,0,0,0,0,0,0
3,-2170,694,-15039,-27502,-22074,-25683,-16127,-19424,-15738,-3087,-23582,-12674,-23171,-5088,0,0,0,0,0,0,0,0,0,0
3,-5318,-11609,-6977,-25273,-20599,-16584,-16823,2179,8325,-5168,-13546,-13134,-8208,-5535,0,0,0,0,0,0,0,0,0,0
3,-14180,-13107,-7290,-17204,-13670,-14825,-18109,2622,2657,9859,-11205,-3086,-641,-9350,0,0,0,0,0,0,0,0,0,0
3,-27605,-9831,-20301,-30669,-18163,-17619,-22569,-22072,-17686,-25556,-18960,-11493,-9454,-15834,0,0,0,0,0,0,0,0,0,0
3,-43208,-12523,-12344,-16186,-23400,-19453,-21542,-36399,4068,11610,-18014,-15609,-11675,-13398,0,0,0,0,0,0,0,0,0,0
